,workclass,education
29717, Local-gov, Masters
29718, Self-emp-not-inc, Prof-school
29719, Private, Bachelors
29720, Private, HS-grad
29721, Private, Some-college
29722, Self-emp-not-inc, HS-grad
29723, Private, Masters
29724, ?, Prof-school
29725, State-gov, Some-college
29726, Private, 12th
29727, Self-emp-not-inc, HS-grad
29728, Private, Bachelors
29729, Private, HS-grad
29730, Private, HS-grad
29731, Private, Some-college
29732, Private, HS-grad
29733, Private, Bachelors
29734, Private, Some-college
29735, Private, HS-grad
29736, Private, HS-grad
29737, ?, 10th
29738, Self-emp-not-inc, HS-grad
29739, State-gov, Bachelors
29740, Self-emp-not-inc, Some-college
29741, Private, Masters
29742, Private, Assoc-voc
29743, Private, Assoc-acdm
29744, State-gov, Prof-school
29745, Private, HS-grad
29746, Self-emp-not-inc, 1st-4th
29747, Self-emp-not-inc, Assoc-voc
29748, Private, HS-grad
29749, Private, 12th
29750, Local-gov, Bachelors
29751, Self-emp-not-inc, 12th
29752, ?, Assoc-acdm
29753, Self-emp-not-inc, Bachelors
29754, Private, Some-college
29755, Federal-gov, Some-college
29756, Private, HS-grad
29757, State-gov, Some-college
29758, Self-emp-not-inc, HS-grad
29759, Private, HS-grad
29760, Local-gov, HS-grad
29761, Private, Some-college
29762, Private, HS-grad
29763, Private, Prof-school
29764, Private, 11th
29765, Private, HS-grad
29766, Private, Some-college
29767, Private, Assoc-acdm
29768, Private, Masters
29769, Private, Bachelors
29770, State-gov, Assoc-acdm
29771, Private, Some-college
29772, Private, Bachelors
29773, Private, Some-college
29774, Private, Bachelors
29775, Self-emp-not-inc, HS-grad
29776, Self-emp-not-inc, Bachelors
29777, Private, Assoc-acdm
29778, Private, HS-grad
29779, Private, Assoc-voc
29780, Federal-gov, Bachelors
29781, Private, Bachelors
29782, Private, HS-grad
29783, Local-gov, Assoc-acdm
29784, Private, HS-grad
29785, Private, HS-grad
29786, Private, Bachelors
29787, Private, Some-college
29788, Private, Assoc-acdm
29789, Private, Masters
29790, Private, Bachelors
29791, ?, Some-college
29792, Private, Assoc-voc
29793, Self-emp-not-inc, Some-college
29794, Private, Some-college
29795, Private, 11th
29796, Private, 5th-6th
29797, Local-gov, Some-college
29798, ?, Bachelors
29799, Federal-gov, Some-college
29800, Self-emp-not-inc, Bachelors
29801, Private, HS-grad
29802, Private, Bachelors
29803, Private, Bachelors
29804, Private, 10th
29805, Self-emp-not-inc, Bachelors
29806, Private, Prof-school
29807, ?, Some-college
29808, Private, Bachelors
29809, Local-gov, Bachelors
29810, Private, 11th
29811, Private, Some-college
29812, Self-emp-inc, Bachelors
29813, Local-gov, HS-grad
29814, ?, 7th-8th
29815, Private, Some-college
29816, Self-emp-inc, HS-grad
29817, Private, HS-grad
29818, Private, HS-grad
29819, ?, HS-grad
29820, Local-gov, Bachelors
29821, Private, Some-college
29822, Local-gov, HS-grad
29823, Private, Prof-school
29824, Private, HS-grad
29825, Private, HS-grad
29826, Private, Bachelors
29827, Private, Assoc-voc
29828, Self-emp-not-inc, 11th
29829, Private, Assoc-voc
29830, Private, HS-grad
29831, Local-gov, HS-grad
29832, Private, Assoc-voc
29833, Private, Some-college
29834, Private, Some-college
29835, ?, Assoc-voc
29836, Local-gov, Bachelors
29837, Private, Some-college
29838, Private, HS-grad
29839, Private, Some-college
29840, Self-emp-inc, Bachelors
29841, Private, Some-college
29842, ?, 9th
29843, Private, HS-grad
29844, Private, HS-grad
29845, Private, Some-college
29846, Local-gov, Some-college
29847, Private, Some-college
29848, Local-gov, HS-grad
29849, Private, Some-college
29850, Private, Some-college
29851, Self-emp-not-inc, HS-grad
29852, Private, Bachelors
29853, Private, 5th-6th
29854, Private, Some-college
29855, Local-gov, 1st-4th
29856, Private, 7th-8th
29857, Private, Assoc-acdm
29858, Private, HS-grad
29859, Local-gov, Masters
29860, Private, Some-college
29861, Private, Bachelors
29862, State-gov, Bachelors
29863, Private, Masters
29864, Private, HS-grad
29865, Private, Bachelors
29866, Private, Some-college
29867, Private, Masters
29868, Private, HS-grad
29869, Private, Some-college
29870, Private, HS-grad
29871, Private, Some-college
29872, Private, HS-grad
29873, Self-emp-not-inc, Prof-school
29874, Local-gov, Bachelors
29875, Private, 11th
29876, Private, 1st-4th
29877, Self-emp-not-inc, HS-grad
29878, Private, Masters
29879, Local-gov, Masters
29880, Private, HS-grad
29881, ?, HS-grad
29882, Private, HS-grad
29883, Private, Bachelors
29884, Private, Some-college
29885, Private, HS-grad
29886, Self-emp-not-inc, Assoc-voc
29887, Private, HS-grad
29888, Private, Masters
29889, Private, Some-college
29890, Private, Some-college
29891, Private, Doctorate
29892, Private, Masters
29893, Private, HS-grad
29894, Private, HS-grad
29895, Private, Some-college
29896, State-gov, Assoc-voc
29897, Private, 10th
29898, Private, 10th
29899, Federal-gov, Some-college
29900, Private, Masters
29901, Private, HS-grad
29902, ?, Prof-school
29903, State-gov, Some-college
29904, Private, 11th
29905, Private, HS-grad
29906, Private, HS-grad
29907, Private, Bachelors
29908, Self-emp-not-inc, HS-grad
29909, Self-emp-not-inc, Some-college
29910, Federal-gov, Some-college
29911, Self-emp-not-inc, Some-college
29912, Private, HS-grad
29913, Local-gov, Some-college
29914, Private, Bachelors
29915, Private, HS-grad
29916, Private, Bachelors
29917, Private, Some-college
29918, Local-gov, Masters
29919, Private, Some-college
29920, Local-gov, Some-college
29921, State-gov, HS-grad
29922, Private, HS-grad
29923, Local-gov, Masters
29924, Private, HS-grad
29925, Private, HS-grad
29926, Self-emp-not-inc, Some-college
29927, Private, 7th-8th
29928, Self-emp-not-inc, Doctorate
29929, Private, Bachelors
29930, Self-emp-not-inc, HS-grad
29931, Private, Some-college
29932, Private, HS-grad
29933, Private, Bachelors
29934, Private, Doctorate
29935, Private, Some-college
29936, Private, 11th
29937, Private, Some-college
29938, State-gov, Some-college
29939, Self-emp-inc, 7th-8th
29940, Private, 11th
29941, Private, Some-college
29942, Private, Prof-school
29943, Private, Bachelors
29944, Federal-gov, HS-grad
29945, Federal-gov, HS-grad
29946, Private, Some-college
29947, Private, 9th
29948, State-gov, Bachelors
29949, Self-emp-inc, HS-grad
29950, Private, 9th
29951, Private, 10th
29952, Private, Bachelors
29953, Private, 11th
29954, Private, Masters
29955, Private, Some-college
29956, ?, Some-college
29957, Self-emp-not-inc, Bachelors
29958, Private, Bachelors
29959, Private, HS-grad
29960, Private, Masters
29961, Private, HS-grad
29962, Private, Some-college
29963, Private, Some-college
29964, Private, HS-grad
29965, Private, HS-grad
29966, Private, Some-college
29967, ?, 9th
29968, Private, HS-grad
29969, Private, HS-grad
29970, Private, Some-college
29971, Self-emp-inc, Assoc-acdm
29972, Private, 11th
29973, Private, Some-college
29974, Federal-gov, Bachelors
29975, Self-emp-not-inc, Bachelors
29976, Local-gov, HS-grad
29977, Local-gov, Masters
29978, State-gov, Bachelors
29979, Private, HS-grad
29980, Private, HS-grad
29981, Self-emp-inc, Bachelors
29982, Private, 10th
29983, Private, HS-grad
29984, State-gov, Masters
29985, Self-emp-not-inc, HS-grad
29986, Private, Masters
29987, Private, HS-grad
29988, Local-gov, Bachelors
29989, Local-gov, Some-college
29990, Private, Assoc-acdm
29991, Private, Some-college
29992, Private, 11th
29993, Private, HS-grad
29994, Private, HS-grad
29995, Private, Masters
29996, Private, Assoc-voc
29997, Local-gov, Some-college
29998, Private, HS-grad
29999, Private, HS-grad
30000, Local-gov, Some-college
30001, Private, HS-grad
30002, Private, 11th
30003, Private, Some-college
30004, Private, Some-college
30005, Private, HS-grad
30006, State-gov, Masters
30007, State-gov, Some-college
30008, Private, Some-college
30009, Self-emp-not-inc, Bachelors
30010, Private, Some-college
30011, Private, Doctorate
30012, Private, Bachelors
30013, State-gov, Bachelors
30014, Federal-gov, Some-college
30015, Private, 11th
30016, State-gov, Some-college
30017, Private, Some-college
30018, Private, Some-college
30019, Private, HS-grad
30020, Self-emp-inc, Some-college
30021, Private, Bachelors
30022, Self-emp-not-inc, Some-college
30023, Private, Some-college
30024, Private, Assoc-voc
30025, Private, Some-college
30026, Private, 11th
30027, Private, Some-college
30028, Private, Some-college
30029, Private, HS-grad
30030, Private, HS-grad
30031, Local-gov, Bachelors
30032, Private, Some-college
30033, Private, Assoc-acdm
30034, Private, Assoc-voc
30035, Private, HS-grad
30036, Private, Bachelors
30037, Self-emp-not-inc, HS-grad
30038, Private, Assoc-acdm
30039, Private, HS-grad
30040, Private, Bachelors
30041, State-gov, Some-college
30042, ?, Some-college
30043, Self-emp-inc, Bachelors
30044, Local-gov, HS-grad
30045, Private, HS-grad
30046, Private, Bachelors
30047, Federal-gov, HS-grad
30048, Private, HS-grad
30049, Federal-gov, Masters
30050, Private, Some-college
30051, Private, HS-grad
30052, Private, HS-grad
30053, Private, HS-grad
30054, Private, 10th
30055, Self-emp-inc, HS-grad
30056, Private, HS-grad
30057, Self-emp-not-inc, HS-grad
30058, Federal-gov, HS-grad
30059, ?, HS-grad
30060, Private, 12th
30061, ?, 11th
30062, Private, Assoc-voc
30063, Private, Assoc-voc
30064, Private, Some-college
30065, Private, Some-college
30066, Private, Prof-school
30067, Local-gov, Bachelors
30068, ?, HS-grad
30069, Local-gov, Masters
30070, Private, HS-grad
30071, Private, Assoc-voc
30072, Private, Masters
30073, Private, 11th
30074, Federal-gov, Some-college
30075, Self-emp-not-inc, 9th
30076, Private, Masters
30077, Private, Bachelors
30078, Private, Some-college
30079, Private, Bachelors
30080, Private, 10th
30081, Private, Assoc-voc
30082, Local-gov, HS-grad
30083, Private, HS-grad
30084, Private, Some-college
30085, Private, HS-grad
30086, Private, Bachelors
30087, Private, 10th
30088, State-gov, Bachelors
30089, Private, HS-grad
30090, Private, Masters
30091, Private, HS-grad
30092, Self-emp-not-inc, 10th
30093, Private, HS-grad
30094, Private, HS-grad
30095, Private, Masters
30096, Private, HS-grad
30097, Private, HS-grad
30098, Private, Assoc-voc
30099, Private, Masters
30100, Private, 11th
30101, Private, 10th
30102, ?, 11th
30103, Federal-gov, Bachelors
30104, Private, Bachelors
30105, Private, HS-grad
30106, Private, Bachelors
30107, Private, Some-college
30108, Private, Some-college
30109, Private, Assoc-voc
30110, Private, Bachelors
30111, Federal-gov, Prof-school
30112, Private, HS-grad
30113, Private, HS-grad
30114, Private, 5th-6th
30115, Self-emp-inc, HS-grad
30116, Private, HS-grad
30117, Private, HS-grad
30118, State-gov, Bachelors
30119, Private, 11th
30120, Private, Some-college
30121, Private, HS-grad
30122, Private, 11th
30123, Self-emp-not-inc, 7th-8th
30124, Private, HS-grad
30125, Local-gov, Some-college
30126, Private, HS-grad
30127, Private, Masters
30128, Private, Bachelors
30129, Federal-gov, Assoc-acdm
30130, Private, HS-grad
30131, Private, Some-college
30132, Private, Some-college
30133, Private, HS-grad
30134, Self-emp-not-inc, HS-grad
30135, Private, Some-college
30136, Private, 11th
30137, Private, HS-grad
30138, Private, HS-grad
30139, Private, HS-grad
30140, Private, Some-college
30141, Federal-gov, Some-college
30142, Private, HS-grad
30143, Self-emp-not-inc, Bachelors
30144, Private, 11th
30145, Self-emp-not-inc, HS-grad
30146, Private, HS-grad
30147, Private, 9th
30148, Private, 9th
30149, Private, Bachelors
30150, Private, Bachelors
30151, Local-gov, Some-college
30152, Private, Doctorate
30153, Private, HS-grad
30154, Private, Some-college
30155, Self-emp-not-inc, HS-grad
30156, ?, HS-grad
30157, Private, Masters
30158, ?, HS-grad
30159, Private, Assoc-acdm
30160, State-gov, HS-grad
30161, Private, 9th
30162, State-gov, 12th
30163, ?, Assoc-voc
30164, Private, Assoc-voc
30165, Private, HS-grad
30166, Private, HS-grad
30167, Local-gov, 10th
30168, Private, Assoc-acdm
30169, Private, HS-grad
30170, Private, 12th
30171, Private, HS-grad
30172, Private, HS-grad
30173, Private, Bachelors
30174, Private, Bachelors
30175, Private, Assoc-acdm
30176, Self-emp-not-inc, Assoc-voc
30177, Private, HS-grad
30178, Self-emp-not-inc, HS-grad
30179, Self-emp-not-inc, Some-college
30180, Private, Some-college
30181, Private, Some-college
30182, Self-emp-not-inc, Bachelors
30183, Private, Some-college
30184, Private, Some-college
30185, Private, 11th
30186, Private, 11th
30187, Private, HS-grad
30188, State-gov, Bachelors
30189, Private, Bachelors
30190, Private, Some-college
30191, Self-emp-not-inc, 10th
30192, Private, Bachelors
30193, Private, Some-college
30194, Self-emp-inc, HS-grad
30195, Private, Some-college
30196, Private, Some-college
30197, Private, Prof-school
30198, Private, Assoc-acdm
30199, Private, Some-college
30200, Private, HS-grad
30201, Local-gov, 7th-8th
30202, Private, HS-grad
30203, Private, Some-college
30204, Private, 11th
30205, Private, Prof-school
30206, ?, Some-college
30207, Private, Some-college
30208, ?, 10th
30209, ?, 11th
30210, Self-emp-not-inc, Assoc-voc
30211, Self-emp-not-inc, HS-grad
30212, Local-gov, Masters
30213, Self-emp-not-inc, Some-college
30214, Private, Some-college
30215, Federal-gov, Some-college
30216, Private, Bachelors
30217, Private, Bachelors
30218, ?, HS-grad
30219, Private, Some-college
30220, Private, Some-college
30221, Private, 12th
30222, Private, Bachelors
30223, Private, Some-college
30224, Self-emp-not-inc, HS-grad
30225, Private, Some-college
30226, Private, Some-college
30227, Private, Some-college
30228, Private, HS-grad
30229, Private, 11th
30230, Private, HS-grad
30231, Local-gov, Masters
30232, Private, HS-grad
30233, Self-emp-not-inc, Some-college
30234, Federal-gov, 11th
30235, Private, Masters
30236, State-gov, Assoc-acdm
30237, Private, HS-grad
30238, Private, Assoc-voc
30239, Private, Bachelors
30240, Private, HS-grad
30241, Private, 11th
30242, Self-emp-not-inc, Some-college
30243, Private, HS-grad
30244, Self-emp-inc, Prof-school
30245, Private, 11th
30246, Local-gov, Prof-school
30247, Private, Some-college
30248, Private, Masters
30249, State-gov, Some-college
30250, Private, HS-grad
30251, Private, Some-college
30252, Private, Some-college
30253, Private, Masters
30254, Federal-gov, HS-grad
30255, State-gov, 12th
30256, Private, Bachelors
30257, Private, Bachelors
30258, Private, Some-college
30259, Federal-gov, HS-grad
30260, Self-emp-not-inc, Masters
30261, Private, Some-college
30262, Private, Some-college
30263, Self-emp-not-inc, HS-grad
30264, Private, HS-grad
30265, Private, HS-grad
30266, Private, Masters
30267, Private, Some-college
30268, ?, 9th
30269, Private, HS-grad
